Date,Adj Close,Close,High,Low,Open,Volume
30/05/2022,1013.184509,1164,1170.5,1135.449951,1142.900024,2469771
31/05/2022,1027.329102,1180.25,1192,1148.650024,1152,9674664
01/06/2022,998.0388794,1146.599976,1197,1143.099976,1186.150024,2419021
02/06/2022,997.5167236,1146,1155.400024,1131.699951,1140,3206663
03/06/2022,999.1707153,1147.900024,1182,1144.099976,1160,3229236
06/06/2022,995.9498901,1144.199951,1149,1111.099976,1146,3938875
07/06/2022,983.8508301,1130.300049,1139.800049,1120.699951,1130.099976,1656444
08/06/2022,978.5412598,1124.199951,1139.300049,1119.900024,1134.900024,1303551
09/06/2022,991.0754395,1138.599976,1141.949951,1111.650024,1122,1323539
10/06/2022,966.050415,1109.849976,1123.900024,1100.25,1119,3119792
13/06/2022,915.6524048,1051.949951,1084.599976,1050,1081.199951,2012004
14/06/2022,896.6769409,1030.150024,1056.550049,1020.400024,1034,5775453
15/06/2022,887.8856201,1020.049988,1037,1017.799988,1037,3238141
16/06/2022,848.9336548,975.2999878,1033.599976,971,1024.050049,5600443
17/06/2022,840.0117188,965.0499878,974.3499756,943.7000122,971.0999756,7043370
20/06/2022,852.4589233,979.3499756,988.1500244,948.0499878,965,2985094
21/06/2022,870.5203857,1000.099976,1004.650024,980,991.4000244,3433536
22/06/2022,853.0247192,980,996.9500122,968,996.9500122,2719988
23/06/2022,862.6865234,991.0999756,998.5499878,971.25,981.0999756,2915172
24/06/2022,854.0693359,981.2000122,1001,974,1001,4056588
27/06/2022,876.7005615,1007.200012,1024.099976,996,996,3796002
28/06/2022,888.451416,1020.700012,1029,984.0499878,1002,2755698
29/06/2022,888.7994995,1021.099976,1027.400024,1002.549988,1008,3770663
30/06/2022,870.4333496,1000,1026,997,1016,3264301
01/07/2022,879.7471924,1010.700012,1014,989.2999878,997,1842102
04/07/2022,870.3899536,999.9500122,1013.799988,995,1010.700012,1814322
05/07/2022,873.2188721,1003.200012,1021.900024,999,1005,3045188
06/07/2022,879.0507202,1009.900024,1014.900024,1001.599976,1008,2188175
07/07/2022,888.494873,1020.75,1026.900024,1016,1020.950012,1901699
08/07/2022,893.499939,1026.5,1034.699951,1014.549988,1031,2841036
11/07/2022,877.005188,1007.549988,1017.349976,988,1015,2892507
12/07/2022,868.126709,997.3499756,1016.799988,994.5,1000,2013304
13/07/2022,861.772583,990.0499878,1004.200012,987.0499878,1001.400024,2067142
14/07/2022,849.3688965,975.7999878,998.5999756,968.7999878,998,2212219
15/07/2022,847.6279907,973.7999878,988.9000244,965.0499878,980,2544737
18/07/2022,877.3968506,1008,1022,984.2000122,985,3946821
19/07/2022,877.1357422,1007.700012,1010.950012,991,999.9500122,2985845
20/07/2022,910.038147,1045.5,1051.699951,1017.25,1021.25,5574762
21/07/2022,925.4967041,1032.75,1035.800049,1011.049988,1025,4935223
22/07/2022,921.8671875,1028.699951,1043.699951,1013.25,1040,2985409
25/07/2022,911.6063843,1017.25,1028.900024,1008.25,1028.900024,2888919
26/07/2022,895.5653687,999.3499756,1037.25,994.1500244,1015,5939871
27/07/2022,903.003418,1007.650024,1009.950012,992,1000,2546052
